surface_area,wall_area,roof_area,glazing_area,height,compactness,orientation,energy_class
162,325,256,20,5.034810953949767,0.642592339607938,1,0
286,384,250,18,2.6137112478754645,0.9850776818612634,2,0
248,240,286,29,2.5216923075059943,0.7983580759969184,2,1
270,162,226,10,2.650898749031285,0.8330336444522187,1,0
333,437,156,25,2.793471615773544,0.5872017595539318,4,1
246,281,197,23,2.643299751734676,0.5093690260735506,1,1
146,388,94,19,3.64306639515902,0.6431133683414477,3,0
225,222,130,38,3.606543295969324,0.8104248024977642,1,1
290,182,87,34,2.782827108434851,0.5128854470015941,1,2
233,492,162,24,3.284337332874853,0.7678716788241311,3,0
115,386,198,26,3.6303881793521686,0.938488982302133,1,0
142,417,264,5,2.9941914774549603,0.8314841739484418,1,0
144,414,96,5,3.0156091205989775,0.577421225477037,2,0
314,372,245,37,5.080912260694593,0.5878829061126583,4,1
254,240,216,8,4.0100251940569045,0.7561899663122365,1,0
250,494,90,12,4.32067805842765,0.5601481562066692,4,0
281,209,95,12,5.053958369185242,0.6029288723076943,1,0
112,373,227,39,4.92670604853555,0.8761796265915271,2,1
285,438,93,31,3.3203970831961604,0.6452599585938721,1,1
209,325,261,38,4.032505691534038,0.565765400349644,4,2
298,253,210,30,4.515869455680566,0.8862326042496382,3,1
270,454,224,23,5.349437177294346,0.9042965757129214,2,0
290,201,158,11,4.535837859728774,0.7990751814975148,2,0
210,357,225,21,2.5904002835454283,0.781014137688816,2,0
92,447,97,38,3.401653623803696,0.9274102879694288,1,1
261,236,263,39,4.551942871221532,0.800318184997654,3,2
212,420,255,6,4.371486130040788,0.7379882327217713,3,0
326,316,198,35,5.295896077710094,0.6907195825458041,2,1
278,278,94,34,3.8880972725641367,0.9418344569441133,1,1
259,432,133,29,4.5781899988771775,0.9123245336854131,4,1
308,180,212,19,4.106105840985433,0.9743458689028891,1,0
155,360,192,22,4.5627240166034895,0.6678108125249596,4,1
125,439,256,37,2.883443788731877,0.9426906564487203,1,1
275,152,109,34,5.25954850324086,0.999040027907292,3,1
115,295,224,9,3.988132809687693,0.8047508655754083,2,0
163,168,218,16,2.8158937174672407,0.6952843603157666,1,0
308,475,285,21,5.495052553535746,0.7928434665275657,3,0
81,115,102,37,4.69593065622031,0.8525491775484539,2,1
311,459,257,7,3.647865360398391,0.8677871785855964,4,0
162,401,96,22,4.015092240915579,0.5525349292370254,4,0
244,486,184,8,4.7036130533878895,0.8910369397574307,3,0
81,492,167,15,2.5573166461470214,0.9808303739271117,4,0
105,460,209,24,2.886030404331322,0.9470688701235498,1,0
293,353,187,18,2.760188648346653,0.715986900396244,3,0
344,361,169,24,4.1057423486208755,0.5439943904574077,3,1
225,496,226,19,4.263966786381354,0.9638962931192889,3,0
174,218,216,15,2.540422158610105,0.7378455828293802,1,0
60,359,159,25,3.060545446221349,0.8875639331721213,4,0
150,171,127,25,4.364813099304937,0.9874866448564965,1,0
159,127,192,12,5.031341923172681,0.8064803624155963,1,0
316,135,82,22,3.8156435697068316,0.8335735598968028,1,0
308,142,132,34,4.6385517666181855,0.8261628188783392,1,1
263,103,123,36,4.106101639912867,0.8197052018077182,4,1
242,458,183,6,4.420639019885546,0.648020615330077,4,0
307,421,244,30,5.429385621488272,0.7906481081503915,3,1
261,309,110,38,2.7139338234527193,0.8758395528303979,1,2
182,132,199,27,3.867579640512626,0.8818407054767443,4,1
105,404,117,20,3.1856717596671746,0.6786680414526467,2,0
61,345,299,6,4.341269950100351,0.7682141538517286,4,0
169,498,133,38,3.1322413097450483,0.8650547556119347,2,2
190,154,99,27,4.107234595840433,0.5142472841045664,4,1
273,462,209,34,2.8412808696301424,0.8440554176685815,1,1
264,469,110,21,2.5908085072868157,0.7351052435223475,2,0
147,223,296,12,4.318620501641634,0.5506847490092077,3,0
228,306,272,26,3.742702127121519,0.7009477636103467,1,0
199,300,121,35,3.186952435510022,0.9235432271749688,3,1
330,323,169,8,3.8276277005481094,0.8570639155508443,3,0
138,403,214,21,5.388867802370246,0.8368704489826355,1,0
266,128,146,6,3.1589802350981544,0.575520079649025,2,0
279,104,154,26,3.3641991831375817,0.8013773114124583,1,1
108,451,245,15,3.3268798314186063,0.8984355719545205,3,0
179,281,106,6,4.679138351260946,0.6408375815727756,4,0
319,307,220,8,3.0278417849851738,0.9580155201362436,4,0
164,410,282,9,4.636403012030467,0.5086984147877491,3,0
293,432,231,17,3.9130103084347105,0.683326487476324,3,0
276,311,255,13,5.360427399701779,0.7819106644037095,2,0
204,145,215,11,2.5318578117919035,0.5137279328173683,2,0
200,200,98,39,3.204813712841237,0.9235419681067567,4,2
81,185,240,25,4.11281856027837,0.9550949812576326,4,0
239,364,132,17,4.755531320258827,0.8147136235403555,2,1
267,293,254,13,5.456192385875368,0.9155201193514428,3,0
314,236,149,16,3.853754311151663,0.9743424894986403,4,0
199,253,283,15,5.484274039171235,0.530048496075983,4,0
165,253,185,28,2.5658208187230236,0.9021094211182439,4,0
196,371,120,29,2.5310316874409517,0.5250033034082449,1,1
322,467,162,8,3.6300369183225687,0.9632306217222762,2,0
167,358,115,31,2.6293398690789997,0.738238400019771,1,1
305,283,206,26,3.617939187482051,0.8574380767229443,4,1
325,455,156,16,5.189660656669187,0.885132232491852,1,0
210,483,88,20,4.133908329632144,0.7043492823629854,3,0
99,379,257,33,3.374456324875415,0.7941626502414811,1,1
290,393,200,15,4.628516505315925,0.5960467531003674,2,0
97,343,246,11,3.7836375353689555,0.7488212973137933,2,0
161,401,230,27,4.129345224654035,0.7372627977252211,4,1
180,179,95,32,5.360998461099525,0.7508777834816708,1,1
347,307,196,5,2.7069724092025895,0.6769396749220784,3,0
262,186,276,13,2.8666521257820365,0.8199738491629763,3,0
142,308,112,16,2.504558553048468,0.6113149190524765,4,0
65,479,124,13,3.801829685844108,0.5424587435484104,1,0
329,219,293,30,3.224170190514816,0.8566715044926518,4,1
87,128,228,20,3.492608742286737,0.9080709171613697,1,0
114,392,155,14,4.353832541159139,0.7612111009321678,1,0
305,113,125,37,4.800087433490187,0.6137703935236032,2,2
241,184,166,37,3.5742560530627765,0.7036424059006401,1,1
292,205,134,13,3.5802617797336125,0.8354215933464875,4,0
326,281,112,25,4.193472241481968,0.6828120257786925,3,1
131,191,178,11,4.134625358086359,0.5076329762797012,4,0
305,455,257,22,4.905602276341174,0.7086819666636716,4,0
147,471,86,22,3.749662779719108,0.8217165139497697,2,0
82,178,250,31,3.8771965692486323,0.9013186980660001,3,1
199,242,165,31,5.469279673896587,0.7447588851434761,1,0
120,394,227,39,4.9277857660863535,0.7388744323359331,3,1
273,253,251,5,4.855508452530314,0.7346243265900283,3,0
233,341,126,25,5.041221380709265,0.906992235802145,1,0
134,221,247,5,4.689107098061889,0.9047966088682986,2,0
236,179,161,39,4.38630121279851,0.5754842954969952,1,2
118,407,98,27,5.161531473296151,0.7025922942973886,3,0
199,457,266,25,5.000401319907439,0.8330294547019478,1,0
125,179,99,36,4.28497130938938,0.6234509208379484,2,1
274,145,295,15,4.242831611818334,0.7406932830849133,1,0
162,128,103,6,3.8731498041605033,0.6160579954194693,3,0
111,486,126,17,3.9990556668027932,0.8147624003403557,2,0
188,391,258,10,4.764837032230268,0.8725552116723168,2,0
298,318,246,6,4.929842021120977,0.6273349481012344,4,0
300,146,293,14,5.027488196377468,0.9143202170671958,4,0
172,204,240,39,5.455009463576582,0.6874316140933037,2,2
68,286,187,31,4.208100369921658,0.9661865880752986,4,1
232,484,105,18,5.115033666459206,0.8479385729292117,1,0
235,412,117,6,2.738383199647146,0.9405361444511873,4,0
73,441,97,31,4.1563943377191865,0.6858740282787672,2,1
145,424,211,31,3.9674174432813474,0.9858475753578071,3,1
265,382,263,32,5.027273715850537,0.5489118074215231,2,2
328,481,125,6,3.341247942305783,0.7572324294455741,4,0
319,447,156,35,4.150751458249104,0.5504188739152077,1,1
149,137,259,33,3.5569222855905847,0.7917933859123173,3,1
322,352,201,8,3.4829995012912787,0.7981815168154442,4,0
181,332,108,14,4.165076051580506,0.9464378001376905,4,0
298,308,158,5,5.000451047872669,0.8727343439640521,2,0
199,460,99,26,3.362985747976256,0.9596589918748745,3,1
274,104,165,32,5.320985399177756,0.6410278869665569,4,1
287,243,135,21,2.595381416131178,0.7157637995675821,3,0
260,366,94,23,3.940317113608059,0.5498273495868609,3,1
328,338,101,37,4.045165344964017,0.5311369610589997,4,2
125,470,256,7,5.000843426650092,0.6035134626764942,1,0
251,107,231,34,4.455445750057356,0.6339603598683557,1,1
306,473,110,32,4.530654911079431,0.5154001187537742,2,1
320,152,184,18,4.9976449870563995,0.5719720816246658,1,0
247,176,209,31,2.9835160599734265,0.5964280794810772,3,1
60,369,93,37,3.301417624421116,0.7383732942728402,4,1
280,309,203,26,5.413327962475718,0.9435941336515377,3,1
149,263,152,11,3.040243050856747,0.6356846494005048,4,0
179,304,222,18,5.490880328731831,0.6680472796366721,1,0
126,452,81,21,3.3482714133792637,0.5651488140542575,3,0
280,460,237,6,5.046331650004929,0.6939054980557574,1,0
313,162,278,22,2.6712881936780843,0.608684986330526,4,1
179,405,163,16,4.160443303696246,0.8682043320682267,1,0
240,130,285,16,3.6278557784149124,0.538596023063441,3,0
322,442,190,15,4.491008810332981,0.6076547557582259,4,0
236,109,107,34,2.7385678952687247,0.5569979483145115,4,1
319,478,115,36,3.952209384947503,0.6327600163635532,1,2
259,294,158,5,3.069860581634342,0.6313345074215011,2,0
135,286,81,15,5.191407112682342,0.5282398602605555,1,0
292,433,269,29,4.0999003165463765,0.8507147851188552,1,1
113,247,127,26,3.9839557294554444,0.7109658153765737,3,0
205,276,85,8,4.713950175099776,0.7409899902311836,1,0
282,210,145,32,3.535798876650579,0.9134727823039109,3,1
202,210,213,31,4.10718182642867,0.7527141896659149,2,1
232,310,93,24,5.0619415816855815,0.6210591672684671,2,0
312,312,185,29,3.337823101758177,0.8215078283710275,4,1
127,116,224,32,3.08589772527311,0.6926221813354242,2,1
308,349,145,35,3.3333669136032666,0.9743430721298141,1,1
87,358,201,30,4.812790656230396,0.9545213939552539,3,1
146,417,142,21,2.693703171604232,0.7426385456772968,4,0
305,318,135,35,5.340130304823074,0.5355021387789244,2,1
236,243,100,36,4.878875690362384,0.5720916426498908,3,1
321,248,174,21,4.141818859694757,0.7098674081766646,1,0
333,343,143,26,3.4748014879356353,0.9293787933124942,4,0
314,165,145,16,3.6024996067434207,0.7933778209696634,3,0
110,362,175,26,5.07624584248097,0.7161820131290113,3,0
270,168,104,32,3.130303066583054,0.5144330261288979,4,1
330,368,265,15,3.0358156048021647,0.5361649727111788,4,0
339,380,107,17,2.8713074212651453,0.953913997237037,2,0
149,105,218,13,3.4254381628794914,0.8215717542530342,1,0
112,133,116,8,4.404413568376982,0.8377965494728561,1,0
94,174,270,28,4.682039939557118,0.9952971130519218,3,0
333,152,147,8,3.0947068294543034,0.5551865388254884,3,0
186,352,138,12,4.195493683638793,0.8799880606926173,3,0
233,103,97,34,4.315516980244813,0.5466847130335213,4,1
267,356,185,35,3.012757836831258,0.7499061886393668,4,2
315,248,194,24,5.29822973584904,0.9039600383731721,4,0
96,137,221,21,5.229396293458983,0.9408456755968203,2,0
110,305,205,9,3.1713045494064964,0.83646062208634,3,0
97,215,205,9,4.747428300017831,0.8633496021825724,2,0
123,403,89,32,3.664895793387967,0.9223424962880776,4,1
193,403,138,33,3.1009877333054767,0.6810376788638371,1,1
257,112,122,10,3.448198661496363,0.6723872216953591,1,0
262,195,136,29,3.540701493482849,0.7171617556628316,2,1
192,204,185,6,3.359398409114074,0.8547303166827778,4,0
175,380,153,27,2.684618589901479,0.8863010561989286,4,0
318,279,144,35,3.052223930515376,0.782323342066811,2,1
93,305,260,6,4.248850677742666,0.680381505147277,4,0
250,320,299,7,4.846321676779476,0.7677667021455966,1,0
299,153,253,8,3.1638118384294804,0.7680056526105723,2,0
159,369,87,17,5.385756028720785,0.6121523348281745,3,0
105,399,95,31,4.248162354832618,0.745576420607539,1,1
271,153,194,10,4.645120708930097,0.7847271385023868,4,0
299,396,132,13,2.5289049933914702,0.6652072280354457,4,0
115,115,243,32,2.6153069387432226,0.7112515512136236,1,1
347,119,125,16,5.2131686883566415,0.8150539240254009,3,0
300,447,81,24,4.661294635095031,0.9870704438276683,1,1
210,194,101,27,4.426484240398603,0.7803140853786983,3,1
314,371,176,30,5.065233220989073,0.9954126249022048,3,1
302,250,283,6,4.673978735776993,0.9654236615983756,3,0
217,482,106,24,3.922532229586066,0.5326819113241925,3,1
179,395,186,10,4.404633984820306,0.8624158281898466,3,0
105,309,195,16,4.458473039527657,0.9566555517139106,3,0
221,299,162,21,4.6873606016259135,0.519924437546956,3,1
122,355,288,23,2.747451914444616,0.7444987506566421,4,0
236,164,216,20,2.710933864854347,0.6282305292036905,1,0
71,498,212,9,4.590889505064922,0.7768332624415908,4,0
86,481,226,30,3.2138782307299123,0.8543656474811776,4,1
177,383,251,33,4.311655769065887,0.6569560803540966,2,1
66,466,294,8,5.471410363708013,0.8856020095624544,2,0
323,252,194,9,3.7981728664606047,0.8454319994112613,4,0
234,123,211,33,4.419474632445201,0.855459130208124,4,1
342,294,171,21,3.155926035046785,0.8022716613972883,2,0
84,340,214,29,3.63415419419355,0.6273965302335165,1,1
274,476,276,39,5.233466107326267,0.7468783628612449,3,1
225,157,231,33,4.809565486052982,0.9883007482362951,1,1
85,447,263,7,3.3897350570884046,0.8402962804143639,4,0
181,464,225,18,4.2998898102767305,0.6901657910907527,2,0
257,241,109,14,4.743457186615782,0.9685967224775691,2,0
267,467,185,8,2.7417592812806038,0.7198192697529182,2,0
278,450,277,10,5.129535523187727,0.8967329322315138,3,0
132,325,217,23,4.444574067298371,0.8927420842129193,4,0
326,457,269,30,4.354740721421425,0.9503927436557222,3,1
163,327,247,27,3.0863163229556116,0.5797860759214578,1,1
277,280,130,38,4.301329629516671,0.7226329354651477,2,2
123,146,106,9,4.6779136975665985,0.5824837333714157,4,0
74,468,185,7,2.7647888884970566,0.5211524859955479,3,0
228,234,113,6,4.053415505586889,0.5211030110111308,3,0
348,101,238,34,3.1484098045769713,0.7831501400558045,2,1
309,271,277,14,5.329295796819758,0.6796463134746424,3,0
116,156,265,17,3.7714558107786047,0.9352334403713647,3,0
149,281,230,28,2.884544167570363,0.8579713652232592,3,1
312,151,239,17,3.1090575255562887,0.8883527260582293,2,0
101,107,296,27,5.055720481636193,0.9767764160256234,1,0
179,106,96,5,4.818157478257179,0.6170688544537026,3,0
73,234,109,34,4.432629728199398,0.5950501353659725,3,1
177,200,257,39,2.898289908911391,0.9054746587204323,3,1
190,352,104,22,4.364738143176312,0.6136771302474091,4,1
203,319,212,5,5.2276690103475545,0.8611882915540638,4,0
100,164,175,10,3.088704822604941,0.6288450036235522,2,0
89,146,280,12,4.4402884904077435,0.5551387433310302,2,0
160,102,91,18,4.895342420277018,0.618518459471888,2,0
258,249,155,7,4.283428497116593,0.8655873202161893,3,0
126,430,98,17,3.6954182153445094,0.7136918278607102,1,0
174,477,190,15,3.0316885900541197,0.603263814680334,2,0
252,192,280,26,5.208386459994189,0.961845175786357,1,1
119,402,218,29,4.757297992654086,0.7649872198872555,3,1
230,368,190,34,2.6369448380784286,0.7046005963097145,3,2
70,102,165,5,5.104078833713427,0.5302990429155278,2,0
211,114,233,16,2.7598904168032794,0.5936526180033043,1,0
183,465,247,8,3.2145276324096894,0.6435389615353428,3,0
318,352,229,26,3.4630577616974447,0.8378605654268538,4,1
266,182,130,14,2.900338881520464,0.7734039053245783,3,0
346,326,184,11,4.2905297010315575,0.8767790758410248,4,0
156,233,142,22,2.91898817284947,0.5740136766450035,2,0
125,150,206,39,2.5257120222700378,0.762034961173639,4,1
141,395,190,21,3.933212186472829,0.7716670645332377,1,0
116,153,96,10,3.47855448086571,0.7619336305304816,2,0
204,195,85,7,4.0406375657639035,0.9783685821404238,1,0
207,410,99,29,5.298848520960277,0.9093928795250084,1,1
345,350,179,5,4.485070743602362,0.8019003075113929,1,0
250,337,94,14,5.319383806183044,0.6213663594580605,3,0
227,415,176,25,3.796279453103208,0.5397226763648196,2,1
144,488,163,18,3.1491035888065966,0.8389039176777238,2,0
77,145,217,24,4.814328567119389,0.7581998158909927,2,0
325,381,139,34,3.4290553496125145,0.9150945697045783,3,1
119,295,255,29,3.065948908744872,0.6782915000087675,4,1
248,480,156,5,3.164685367517054,0.9275535194760697,3,0
68,288,124,37,3.571437185224352,0.8809468694122786,2,1
120,383,82,8,3.156738524152785,0.6587087437134342,1,0
214,252,149,23,4.9152796900560585,0.5836224180408527,3,1
287,122,211,24,2.607886699806178,0.6032950658578947,1,1
101,422,249,22,2.6745255518931152,0.8690333259525369,2,0
114,259,93,31,4.680211026089526,0.641449956295883,2,1
96,436,113,28,4.918807875185484,0.9346582329541174,4,0
122,387,147,5,5.175814467384004,0.9975011993427111,4,0
149,415,193,32,3.285191897767641,0.8544191774856629,1,1
140,211,179,36,3.0578335065377864,0.7435217502855556,1,1
231,467,199,10,2.8223785947340865,0.9146093002078992,2,0
77,367,295,28,3.838220950754126,0.883243758064389,4,1
300,246,219,25,4.070124631639982,0.7992196055153526,2,0
159,154,133,21,3.689932316951027,0.6243693078150173,3,0
195,234,293,10,3.3958600064739586,0.5209884383946554,1,0
323,156,234,28,3.8223187672013723,0.6724008497425751,2,1
85,129,251,25,4.832421666965185,0.7966730542487401,3,1
239,455,92,31,4.253252517315406,0.7392932864325766,3,1
60,369,136,31,2.683391212875835,0.5202580840657773,2,0
181,449,188,12,4.333077959866182,0.543964404218835,1,0
178,162,145,20,3.071608763122841,0.6248466129689842,3,1
192,437,114,19,2.5843405811978606,0.7264481176097208,4,1
280,258,102,18,2.729205555931917,0.6146046652410574,1,0
253,169,189,32,4.582325772507203,0.8490302756774,1,1
277,349,82,21,2.765469644824675,0.8379624637121907,1,0
216,155,173,31,3.1890267336150417,0.6939490135911666,4,1
229,202,291,23,2.685390985730641,0.6615439417026565,3,1
196,388,211,38,4.520229318267335,0.7983619601184027,4,1
330,426,275,19,5.1266818727272625,0.636338940129217,4,0
176,368,216,25,2.955544334754653,0.7101420751348942,2,0
230,184,92,38,3.581272877483725,0.7639726527165551,4,2
101,193,211,37,3.493684468292414,0.6307196093398205,1,2
240,189,109,37,3.2519738280919808,0.6480339613455328,1,1
256,260,108,14,4.763942072669263,0.6282041156936267,2,0
107,125,273,20,4.247774441554862,0.8180989743410769,3,0
194,389,170,24,3.091959126717323,0.9991624131848462,2,0
175,489,278,8,5.414554394218629,0.551453527873454,3,0
202,436,242,31,5.013766484383895,0.7959537512768922,4,1
155,347,155,16,3.4057585114266606,0.7619870034897389,2,0
62,256,187,18,3.555128520037144,0.9596187968233947,2,0
320,400,137,28,2.776281876386696,0.5638723522732494,2,1
85,144,260,22,5.025165789784841,0.9386884537473223,4,0
340,361,190,35,4.4416015981986865,0.6367639780636729,4,1
203,175,264,32,2.5476694516719594,0.6048526452338667,1,1
84,319,136,25,5.2390009235032196,0.8302037140607761,4,0
161,445,232,33,3.381877571224332,0.5568271416686728,3,1
182,311,145,23,5.435964284189499,0.6873990531303161,3,1
87,362,175,31,4.719315841561613,0.591709315061681,3,1
128,300,191,7,3.0286829969031963,0.5717155943098182,2,0
64,353,151,6,5.246560746617603,0.7378405585519143,4,0
183,457,204,25,4.063277594184111,0.6844171944566908,4,1
137,376,125,28,4.363665799523932,0.9346344372843307,1,0
340,146,284,7,3.130575568284081,0.6092216069812892,1,0
291,384,289,31,3.943324573101051,0.7679169949005862,1,1
228,341,129,31,4.711432496509435,0.9707264991680984,3,1
75,242,253,18,2.592582516110388,0.8607773156352317,4,0
93,402,279,23,4.891619463666826,0.5730608462016997,1,0
70,463,265,38,2.841434751129011,0.9102835428628877,2,1
302,440,152,18,4.172115850456118,0.8682379439463372,3,0
101,419,111,38,5.302975812634405,0.6765948421913008,2,1
